language,tokens_old_input,tokens_new_input,gain_input,tokens_old_output,tokens_new_output,gain_output
Catalan,5697,5447,4.388274530454625,18124,17120,5.539615978812624
Thai,4746,6401,-34.87147071217868,17400,21524,-23.701149425287355
Norwegian Nynorsk,3528,3329,5.640589569160998,15248,13986,8.276495278069255
Malagasy,2383,2207,7.385648342425514,15331,13470,12.138803731002543
Guarani,1287,1181,8.236208236208236,16423,15695,4.432807647810996
Volapük,796,759,4.648241206030151,12778,11945,6.5190170605728595
Slovenian,3215,3242,-0.8398133748055988,9613,9398,2.2365546655570583
Hindi,5838,4757,18.516615279205208,6930,6661,3.8816738816738816
Macedonian,699,565,19.170243204577968,11187,9561,14.534727809064092
Bosnian,3604,3686,-2.2752497225305217,8063,7819,3.0261689197569144
Uzbek,3375,3235,4.148148148148148,7882,7521,4.580055823395077
Tagalog,1094,1059,3.19926873857404,9997,9164,8.332499749924978
Afrikaans,1530,1505,1.6339869281045751,9404,9255,1.5844321565291366
Kinyarwanda,1374,1342,2.328966521106259,9541,8884,6.886070642490305
Seselwa Creole French,5161,4823,6.54911838790932,5619,5415,3.630539241857982
Swahili,3255,3168,2.672811059907834,7284,7089,2.6771004942339376
Somali,1877,1774,5.487480021310602,8318,7876,5.313777350324597
Basque,719,674,6.258692628650904,8244,7370,10.601649684619117
Quechua,967,834,13.75387797311272,7323,6553,10.51481633210433
Latvian,1647,1683,-2.185792349726776,6518,6335,2.8076096962258363
Luxembourgish,691,614,11.143270622286542,7028,6472,7.911212293682413
Manx,723,727,-0.5532503457814661,6945,6843,1.468682505399568
Breton,805,764,5.093167701863354,6612,6044,8.590441621294616
Sanskrit,660,631,4.393939393939394,6680,6372,4.610778443113772
Bislama,1667,1566,6.05878824235153,5548,5338,3.785147801009373
Interlingua,680,621,8.676470588235293,6418,5631,12.262387036459957
Ganda,2474,2283,7.720291026677446,4529,4424,2.3183925811437405
Interlingue,574,525,8.536585365853659,6270,5938,5.295055821371611
Haitian Creole,498,465,6.626506024096385,6073,5529,8.957681541248148
Welsh,1682,1622,3.56718192627824,4745,4592,3.224446786090622
Scottish Gaelic,1302,1200,7.8341013824884795,4810,4401,8.503118503118504
Morisyen,300,266,11.333333333333334,5789,5227,9.708067023665572
Samoan,619,537,13.247172859450727,5434,4859,10.581523739418476
Waray,793,780,1.639344262295082,5195,4998,3.7921077959576515
Tatar,181,169,6.629834254143646,5619,5073,9.717031500266952
Fijian,267,259,2.9962546816479403,5442,5119,5.93531789783168
Klingon,480,457,4.791666666666667,5169,4620,10.621009866511898
Estonian,984,960,2.4390243902439024,4587,4190,8.654894266405059
Romansh,639,600,6.103286384976526,4614,4054,12.136974425661032
Tongan,241,208,13.692946058091286,4817,4377,9.134315964293128
Xhosa,220,201,8.636363636363637,4764,4611,3.211586901763224
Wolof,701,689,1.7118402282453637,4280,4158,2.850467289719626
Western Frisian,719,670,6.815020862308762,4249,3969,6.589785831960461
Bangla,872,1318,-51.14678899082569,3959,5544,-40.03536246526901
Irish,713,676,5.189340813464236,3769,3507,6.951446006898381
Faroese,421,416,1.187648456057007,3868,3804,1.654601861427094
Nyanja,368,356,3.260869565217391,3786,3591,5.150554675118859
Kazakh,499,445,10.821643286573146,3637,3120,14.215012372834753
Lingala,88,79,10.227272727272727,3900,3569,8.487179487179487
Southern Sotho,382,378,1.0471204188481675,3340,3243,2.904191616766467
Afar,1350,1358,-0.5925925925925926,2370,2201,7.1308016877637135
Aymara,317,300,5.3627760252365935,3134,2730,12.890874282067646
Oromo,847,824,2.7154663518299884,2545,2424,4.754420432220039
zzp,488,476,2.459016393442623,2886,2790,3.3264033264033266
Kalaallisut,284,274,3.5211267605633805,3086,2963,3.9857420609202854
Māori,798,759,4.887218045112782,2543,2353,7.4714903657097915
Hausa,323,290,10.21671826625387,2892,2647,8.4716459197787
Tswana,236,232,1.694915254237288,2941,2887,1.8361101666099966
Shona,161,151,6.211180124223603,2832,2660,6.073446327683616
Azerbaijani,118,103,12.711864406779661,2823,2330,17.463691108749558
Tajik,243,215,11.522633744855968,2693,2130,20.90605272929818
Albanian,300,297,1.0,2409,2388,0.8717310087173101
Icelandic,235,225,4.25531914893617,2403,2332,2.9546400332917186
Khasi,247,249,-0.8097165991902834,2343,2291,2.219376867264191
Kyrgyz,478,442,7.531380753138075,2077,1862,10.351468464130958
Akan,240,231,3.75,2244,2201,1.9162210338680927
Lithuanian,123,124,-0.8130081300813008,2305,2232,3.1670281995661607
Maltese,61,60,1.639344262295082,2274,2243,1.3632365875109937
Nauru,268,259,3.3582089552238807,1912,1839,3.8179916317991633
Javanese,205,200,2.4390243902439024,1971,1760,10.705225773718924
Yoruba,322,278,13.664596273291925,1630,1437,11.840490797546012
Cebuano,164,160,2.4390243902439024,1769,1620,8.422837761447145
Uyghur,229,248,-8.296943231441048,1685,1513,10.207715133531158
Belarusian,88,79,10.227272727272727,1773,1605,9.475465313028765
Igbo,57,49,14.035087719298245,1404,1196,14.814814814814815
Swati,238,231,2.9411764705882355,1145,1120,2.183406113537118
Turkmen,65,64,1.5384615384615385,1296,1151,11.188271604938272
Tigrinya,307,303,1.3029315960912051,1036,1022,1.3513513513513513
Hmong,110,92,16.363636363636363,1165,989,15.107296137339056
Mongolian,64,58,9.375,986,855,13.286004056795132
Sinhala,169,237,-40.23668639053255,873,1142,-30.813287514318443
Amharic,260,255,1.9230769230769231,771,747,3.11284046692607
Marathi,773,798,-3.2341526520051747,223,218,2.242152466367713
Sundanese,44,44,0.0,809,800,1.1124845488257107
Bashkir,25,24,4.0,819,689,15.873015873015873
Rundi,42,42,0.0,708,657,7.203389830508475
Venda,39,38,2.5641025641025643,496,444,10.483870967741936
Urdu,97,121,-24.742268041237114,320,367,-14.6875
Lao,24,28,-16.666666666666668,358,392,-9.497206703910615
Armenian,73,170,-132.87671232876713,289,328,-13.494809688581315
Tibetan,18,34,-88.88888888888889,276,322,-16.666666666666668
Zulu,26,28,-7.6923076923076925,264,269,-1.893939393939394
Cherokee,262,218,16.793893129770993,20,19,5.0
Pashto,46,54,-17.391304347826086,221,251,-13.574660633484163
Abkhazian,9,5,44.44444444444444,177,175,1.1299435028248588
Zhuang,15,15,0.0,154,139,9.74025974025974
xx,40,39,2.5,121,114,5.785123966942149
Sindhi,24,24,0.0,132,134,-1.5151515151515151
